name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Maruti Alto K10 2010-2014 VXI,2012.0,225000.0,10000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Hyundai Grand i10 1.2 Kappa Magna AT,2013.0,400000.0,31178.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.86
Renault KWID 1.0 RXT,2018.0,354000.0,30941.0,Petrol,Dealer,Manual,First Owner,5,999.0,67.0
Honda WR-V i-VTEC S,2017.0,650000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.7
Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,390000.0,53000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,88.76
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2009.0,525000.0,80000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0
Mercedes-Benz GLE Class 250d,2017.0,4500000.0,26000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,201.15
Skoda Superb Zeal Elegance 2.0 TDI CR AT,2014.0,1075000.0,80182.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,138.08
Hyundai i20 Magna 1.4 CRDi,2015.0,450000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008.0,330000.0,193623.0,Diesel,Individual,Manual,Second Owner,8,2494.0,102.0
Renault Duster 110PS Diesel RxL,2016.0,780000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.45
Hyundai Verna 1.6 CRDI,2011.0,440000.0,80000.0,Diesel,Individual,Manual,Third Owner,5,1582.0,126.3
Honda WR-V i-DTEC VX,2018.0,800000.0,78430.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Mahindra TUV 300 T4 Plus,2019.0,750000.0,25000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0
Hyundai i20 1.4 CRDi Asta,2012.0,500000.0,53000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,90.0
Maruti Wagon R LXI BSIII,2006.0,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,64.0
Maruti Baleno Zeta 1.2,2018.0,610000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.1
Mahindra Scorpio SLX 4WD LE,2008.0,365000.0,52000.0,Diesel,Dealer,Manual,First Owner,8,2609.0,120.0
Mahindra Xylo E8,2009.0,300000.0,90000.0,Diesel,Dealer,Manual,First Owner,8,2498.0,112.0
Volkswagen GTI 1.8 TSI,2016.0,800000.0,70000.0,Petrol,Individual,Automatic,First Owner,5,1798.0,189.3
Maruti Alto K10 LXI,2012.0,229999.99999999997,90000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Toyota Fortuner 4x4 AT,2013.0,1249000.0,82000.0,Diesel,Dealer,Automatic,First Owner,7,2982.0,168.5
Fiat Palio 1.2 ELX,2007.0,95580.0,60000.0,Petrol,Individual,Manual,First Owner,5,1242.0,
Maruti Alto LX,2008.0,95000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,796.0,46.3
Mahindra XUV500 W10 2WD,2015.0,1095000.0,39838.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Hyundai Verna CRDi 1.6 AT SX Plus,2017.0,1120000.0,49000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.2
Honda Jazz 1.5 VX i DTEC,2015.0,475000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,2016.0,1800000.0,70000.0,Diesel,Individual,Automatic,First Owner,7,2755.0,171.5
Tata Nexon 1.2 Revotron XE,2018.0,600000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1198.0,108.5
Maruti Swift Dzire VDI,2018.0,811000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02
Mahindra Bolero B6,2017.0,545000.0,60000.0,Diesel,Individual,Manual,First Owner,7,1498.0,74.96
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,600000.0,22251.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Hyundai Verna 1.6 CRDi SX,2017.0,800000.0,45500.0,Diesel,Individual,Manual,Second Owner,5,1582.0,126.2
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017.0,434999.99999999994,33000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Maruti Alto K10 LXI,2011.0,165000.0,90000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Honda Amaze S Petrol,2019.0,640000.0,25000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.76
Maruti Swift Dzire VDI,2019.0,750000.0,57000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02
Tata Indica Vista Quadrajet VX,2012.0,150000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1050000.0,136000.0,Diesel,Individual,Manual,Third Owner,8,2494.0,100.6
Ford Freestyle Titanium Petrol BSIV,2018.0,650000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1194.0,94.68
Maruti Wagon R VXI,2010.0,220000.00000000003,49000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Maruti Wagon R LXI,2013.0,265000.0,36900.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Honda City 2017-2020 GXi,2006.0,180000.0,120000.0,Petrol,Individual,Manual,Second Owner,5,1497.0,78.0
Ford Figo 1.5P Titanium AT,2016.0,535000.0,27000.0,Petrol,Dealer,Automatic,First Owner,5,1499.0,110.4
Maruti Swift VXi BSIV,2006.0,145000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.0
Mahindra Bolero 2011-2019 SLE,2011.0,370000.0,91863.0,Diesel,Individual,Manual,Second Owner,7,2523.0,62.1
Maruti Swift ZDI,2012.0,425000.0,79000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Hyundai i20 1.4 CRDi Sportz,2012.0,359000.0,77000.0,Diesel,Individual,Manual,First Owner,5,1396.0,90.0
Hyundai Elantra 2.0 SX AT,2018.0,1600000.0,40000.0,Petrol,Dealer,Automatic,First Owner,5,1999.0,149.92
Audi Q3 2.0 TDI Quattro Premium Plus,2013.0,1450000.0,45000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33
Maruti Baleno Alpha 1.3,2016.0,585000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Wagon R LXI CNG,2018.0,484999.99999999994,77000.0,CNG,Dealer,Manual,First Owner,5,998.0,58.16
Mahindra Bolero Power Plus ZLX,2017.0,800000.0,60000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0
Honda BRV i-VTEC V CVT,2016.0,795000.0,35000.0,Petrol,Dealer,Automatic,First Owner,7,1497.0,117.3
Hyundai Creta 1.6 CRDi AT SX Plus,2017.0,1100000.0,67000.0,Diesel,Individual,Automatic,First Owner,5,1582.0,126.2
Honda City 1.5 S MT,2010.0,325000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0
Maruti Swift Dzire ZDI Plus,2019.0,890000.0,7000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.02
Toyota Glanza V CVT,2019.0,890000.0,9000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8
Chevrolet Spark 1.0 LS,2011.0,163000.0,17928.0,Petrol,Dealer,Manual,First Owner,5,995.0,62.1
Mahindra Scorpio S2,2017.0,900000.0,105679.0,Diesel,Individual,Manual,First Owner,7,2523.0,75.0
Tata Indica DLS,2007.0,200000.0,183000.0,Diesel,Individual,Manual,First Owner,5,1396.0,53.5
Maruti Swift VDI,2015.0,500000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Hyundai Santro GLS II - Euro II,2009.0,185000.0,50000.0,Petrol,Dealer,Manual,First Owner,5,,
Tata Indigo LS BSIV,2013.0,250000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0
Renault Duster 85PS Diesel RxL,2014.0,450000.0,77000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,83.8
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010.0,950000.0,426000.0,Diesel,Individual,Manual,First Owner,7,2494.0,102.0
Maruti Ertiga VDI,2012.0,625000.0,76000.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.5
Maruti Baleno Zeta Diesel,2017.0,752000.0,28000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Toyota Etios G,2012.0,335000.0,49000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,88.73
Mahindra Thar CRDe,2017.0,800000.0,60000.0,Diesel,Individual,Manual,Second Owner,6,2498.0,105.0
Maruti Wagon R VXI,2018.0,409999.99999999994,16631.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Toyota Corolla Altis Diesel D4DG,2011.0,484999.99999999994,99000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,87.2
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,2019.0,3200000.0,12000.0,Diesel,Individual,Automatic,First Owner,7,2755.0,174.5
Honda City i-DTEC ZX,2017.0,1051000.0,55598.0,Diesel,Dealer,Manual,First Owner,5,1498.0,97.9
Maruti Ciaz VDi Plus,2014.0,575000.0,34900.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Tata Manza Aura Plus Quadrajet,2011.0,185000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,90.0
Hyundai Verna 1.6 SX,2013.0,522000.0,150000.0,Diesel,Individual,Manual,Second Owner,5,1582.0,126.32
Toyota Glanza V,2019.0,750000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Skoda Laura Ambiente 2.0 TDI CR AT,2010.0,355000.0,87000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,138.1
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,610000.0,65000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Maruti Swift VXI,2013.0,345000.0,73695.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8
Volkswagen Ameo 1.5 TDI Highline,2016.0,575000.0,13572.0,Diesel,Dealer,Manual,First Owner,5,1498.0,108.62
Maruti Baleno Zeta CVT,2015.0,575000.0,59769.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8
Hyundai Grand i10 1.2 CRDi Asta,2018.0,545000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97
Volkswagen Vento Petrol Comfortline,2012.0,285000.0,58000.0,Petrol,Dealer,Manual,First Owner,5,1598.0,103.6
Mahindra Bolero 2011-2019 ZLX,2016.0,560000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Maruti Zen Estilo LXI BS IV,2013.0,235000.0,43000.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.1
Hyundai i20 1.2 Spotz,2017.0,655000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Maruti Wagon R CNG LXI BSIV,2012.0,275000.0,71000.0,CNG,Dealer,Manual,First Owner,5,998.0,67.04
Chevrolet Spark 1.0 PS,2009.0,85000.0,63000.0,Petrol,Dealer,Manual,First Owner,5,995.0,63.0
Honda City 2017-2020 GXi,2007.0,110000.00000000001,65000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,78.0
Toyota Corolla Altis 1.8 VL AT,2011.0,440000.00000000006,72000.0,Petrol,Dealer,Automatic,First Owner,5,1794.0,138.1
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,2017.0,1590000.0,51000.0,Diesel,Dealer,Automatic,First Owner,7,2755.0,171.5
Maruti Wagon R VXI,2014.0,290000.0,86461.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Maruti Swift Dzire VDI,2012.0,350000.0,61907.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Hyundai Verna XXi (Petrol),2009.0,250000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1599.0,103.2
Maruti Alto Green LXi (CNG),2012.0,235000.0,53800.0,CNG,Dealer,Manual,First Owner,5,796.0,38.4
Maruti Wagon R CNG LXI,2013.0,270000.0,80000.0,CNG,Individual,Manual,Second Owner,5,998.0,58.33
Skoda Superb Elegance 1.8 TSI AT,2014.0,1100000.0,36000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,157.75
Datsun GO T Option,2015.0,250000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,67.05
Maruti Ertiga SHVS ZDI Plus,2016.0,940000.0,50000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5
Honda Amaze SX i-VTEC,2017.0,525000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7
Maruti Vitara Brezza ZDi,2017.0,861999.9999999999,20272.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Honda Amaze S i-Dtech,2014.0,320000.0,75456.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6
Chevrolet Sail Hatchback LS ABS,2013.0,300000.0,65000.0,Diesel,Individual,Manual,First Owner,5,1248.0,76.9
Maruti Ertiga VXI Petrol,2018.0,825000.0,37000.0,Petrol,Dealer,Manual,First Owner,7,1462.0,103.0
Honda City V AT,2017.0,925000.0,18000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,116.3
Maruti Swift VXI BSIII,2007.0,149000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1298.0,88.2
Renault KWID RXT,2016.0,300000.0,64000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Tata Hexa XT,2018.0,1575000.0,30000.0,Diesel,Individual,Manual,First Owner,7,2179.0,153.86
Tata New Safari Dicor LX 4X2 BS IV,2007.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,138.1
Isuzu D-Max V-Cross 4X4,2017.0,1450000.0,58132.0,Diesel,Dealer,Manual,First Owner,5,2499.0,134.0
Maruti Zen Estilo VXI BSIV,2010.0,173000.0,20000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Jeep Compass 2.0 Limited,2017.0,1515000.0,15000.0,Diesel,Individual,Manual,First Owner,5,1956.0,170.0
Honda Amaze S i-Dtech,2014.0,290000.0,125000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Renault Duster RXS Option CVT BSIV,2019.0,1140000.0,19444.0,Petrol,Dealer,Automatic,First Owner,5,1498.0,105.0
Jeep Compass 2.0 Limited,2018.0,800000.0,20000.0,Diesel,Dealer,Manual,First Owner,5,1956.0,170.0
Ford Fiesta 1.4 Duratorq ZXI,2012.0,240000.0,151000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.0
Ford Ecosport 1.5 Ti VCT MT Trend,2014.0,500000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1499.0,110.0
Toyota Fortuner 4x2 Manual,2013.0,1400000.0,189000.0,Diesel,Individual,Manual,First Owner,7,2982.0,168.5
Hyundai i10 Era,2008.0,135000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1086.0,68.05
Hyundai i10 Sportz 1.1L,2011.0,250000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Honda City S,2012.0,395000.0,47000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,116.4
Honda Amaze S i-DTEC,2017.0,700000.0,55000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Hyundai Santro Xing XL eRLX Euro II,2007.0,125000.0,85000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,
Mahindra XUV500 AT W6 2WD,2018.0,1400000.0,40000.0,Diesel,Individual,Automatic,First Owner,7,2179.0,140.0
Renault Pulse RxL,2014.0,310000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1461.0,63.12
Hyundai EON Era Plus Sports Edition,2017.0,265000.0,50000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Toyota Innova 2.5 G (Diesel) 8 Seater,2012.0,525000.0,187031.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.0
Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,2017.0,730000.0,43000.0,Petrol,Dealer,Automatic,First Owner,5,1496.0,120.69
Mahindra XUV500 W6 2WD,2013.0,600000.0,91000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Hyundai Grand i10 CRDi Sportz,2015.0,415000.00000000006,80000.0,Diesel,Individual,Manual,First Owner,5,1120.0,70.0
Maruti Zen LXI,2005.0,60000.0,90000.0,Petrol,Individual,Manual,Second Owner,5,993.0,60.0
Hyundai Grand i10 AT Asta,2014.0,430000.0,75570.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,82.0
Maruti Wagon R VXI AMT,2017.0,450000.0,19971.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.05
Tata Nano XTA,2017.0,275000.0,8000.0,Petrol,Dealer,Automatic,First Owner,4,624.0,37.48
Ford Figo Diesel Celebration Edition,2013.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.1
Renault Scala Diesel RxZ,2016.0,550000.0,65000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8
Tata Manza Aqua Quadrajet,2010.0,250000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,90.0
Mahindra Scorpio 1.99 S4,2016.0,745000.0,67000.0,Diesel,Individual,Manual,First Owner,7,1997.0,120.0
Maruti Celerio VXI,2014.0,315000.0,76000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019.0,570000.0,5000.0,Petrol,Individual,Manual,First Owner,5,999.0,75.0
Ford Figo Diesel ZXI,2012.0,150000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0
Hyundai i20 1.2 Sportz,2012.0,345000.0,39200.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Chevrolet Spark 1.0 LS,2009.0,120000.0,24000.0,Petrol,Dealer,Manual,First Owner,5,995.0,62.0
Tata Tiago 1.2 Revotron XT,2018.0,350000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Maruti Swift Dzire VXI 1.2,2018.0,300000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Maruti Alto LX,2006.0,70000.0,70000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Maruti Swift ZDi,2013.0,480000.0,101271.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Swift AMT VXI BSIV,2019.0,650000.0,15000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8
Maruti SX4 S Cross DDiS 200 Zeta,2015.0,700000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Maruti Ciaz ZDi,2015.0,560000.0,48002.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Chevrolet Tavera B1-10 seats BSII,2009.0,295000.0,195000.0,Diesel,Individual,Manual,Second Owner,10,2499.0,80.0
Mahindra XUV500 W10 2WD,2016.0,1090000.0,80000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0
Maruti Swift Dzire VDI,2013.0,475000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Chevrolet Beat LS,2012.0,124000.0,40000.0,Petrol,Individual,Manual,Second Owner,5,1199.0,79.4
Chevrolet Optra Magnum 2.0 LT,2007.0,210000.0,73000.0,Diesel,Dealer,Manual,First Owner,5,1991.0,123.7
Hyundai i20 Magna,2010.0,200000.0,120000.0,Petrol,Individual,Manual,Third Owner,5,1197.0,80.0
Tata Indica eGLS,2008.0,99000.0,49568.0,Petrol,Dealer,Manual,First Owner,5,1193.0,64.4
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2015.0,480000.0,31000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Renault KWID RXT,2016.0,310000.0,40500.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.3
Chevrolet Beat LT,2010.0,175000.0,33000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,79.4
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,833000.0,35000.0,Diesel,Individual,Automatic,First Owner,5,1248.0,88.5
Hyundai Verna 1.6 SX,2013.0,620000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.32
Maruti Ertiga VDI,2019.0,980000.0000000001,45000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5
Toyota Fortuner 2016-2021 2.8 2WD MT,2017.0,2550000.0,70000.0,Diesel,Dealer,Manual,First Owner,7,2755.0,174.5
Honda City i VTEC CVT VX,2017.0,1100000.0,26000.0,Petrol,Individual,Automatic,First Owner,5,1497.0,117.3
Maruti Celerio VXI CNG BSIV,2018.0,455000.0,28000.0,CNG,Dealer,Manual,First Owner,5,998.0,58.33
Honda BR-V Style Edition Diesel V,2016.0,815000.0,40000.0,Diesel,Individual,Manual,First Owner,7,1498.0,98.6
Hyundai i10 Magna 1.1L,2014.0,310000.0,32111.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05
Maruti Wagon R LXI CNG,2018.0,434999.99999999994,52000.0,CNG,Dealer,Manual,First Owner,5,998.0,58.16
Mahindra XUV500 W6 2WD,2016.0,994999.9999999999,37000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Maruti Baleno Delta,2020.0,690000.0,2085.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8
Maruti Swift Dzire VDI Optional,2015.0,560000.0,180000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Maruti Alto 800 LXI,2018.0,300000.0,5000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Volkswagen Polo Petrol Comfortline 1.2L,2011.0,300000.0,17000.0,Petrol,Individual,Manual,First Owner,5,1198.0,73.9
Toyota Corolla Altis G AT,2016.0,965000.0,53000.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,138.03
Hyundai Verna VTVT 1.6 SX,2019.0,975000.0,5630.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Ford Figo Diesel EXI,2012.0,300000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0
Hyundai Santro Xing GL Plus,2013.0,250000.0,29000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.1
Maruti Swift VDI,2015.0,525000.0,79000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Maruti Ciaz ZDi SHVS,2016.0,680000.0,86000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Maruti Swift Dzire LDi,2012.0,290000.0,87800.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.9
Maruti Esteem Lxi - BSIII,2007.0,55000.0,70000.0,Petrol,Individual,Manual,Third Owner,5,1298.0,85.0
Maruti Ritz VDi,2013.0,390000.0,77000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,73.9
Hyundai EON Magna Plus,2012.0,165000.0,10000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Toyota Innova 2.5 VX 8 STR BSIV,2012.0,750000.0,90000.0,Diesel,Individual,Manual,First Owner,8,2494.0,102.0
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2015.0,590000.0,70000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Mahindra TUV 300 T4 Plus,2017.0,649000.0,72432.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Renault KWID RXT,2016.0,240000.0,35000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Datsun GO T Petrol,2018.0,370000.0,68000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.0
Toyota Etios Cross 1.2L G,2016.0,434999.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,78.8
Maruti Ertiga BSIV ZXI Plus,2018.0,899000.0,12998.0,Petrol,Dealer,Manual,First Owner,7,1373.0,91.1
Maruti Swift VDI BSIV,2014.0,470000.0,70000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0
Ford Figo 1.5D Titanium MT,2016.0,515000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2016.0,1625000.0,56000.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8
BMW 3 Series 320d Luxury Line,2016.0,2100000.0,69000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,190.0
Mahindra Xylo E4 ABS BS IV,2012.0,320000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2498.0,112.0
Maruti Wagon R LXI,2009.0,250000.0,69000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Audi Q3 30 TDI Premium FWD,2018.0,2450000.0,36000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,147.51
Ford Figo 1.5D Ambiente ABS MT,2017.0,400000.0,53000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.0
Ford Aspire Trend Plus,2018.0,620000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1194.0,94.93
Hyundai Venue SX Turbo BSIV,2019.0,950000.0,10000.0,Petrol,Individual,Manual,First Owner,5,998.0,118.35
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017.0,500000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Maruti Wagon R VXI,2018.0,409999.99999999994,17512.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Maruti Swift Dzire ZXI,2015.0,600000.0,16500.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.14
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,2018.0,980000.0000000001,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96
Toyota Etios GD,2015.0,500000.0,125000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.05
Datsun RediGO S,2017.0,290000.0,21696.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.64
Maruti Celerio VXI AT Optional,2016.0,480000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.04
Maruti Alto 800 LXI,2013.0,262000.0,15000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Skoda Rapid 1.6 TDI Ambition Plus Alloy,2013.0,375000.0,70000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.5
Ford Ecosport 2015-2021 1.5 Diesel Trend Plus BSIV,2018.0,795000.0,74000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96
Ford Ecosport 1.5 DV5 MT Trend,2014.0,465000.00000000006,62091.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84
Porsche Cayenne Diesel,2013.0,5000000.0,120000.0,Diesel,Individual,Automatic,First Owner,5,2967.0,240.0
Hyundai Xcent 2016-2017 VTVT Plus ABS,2016.0,400000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0
Toyota Etios Liva 1.4 VD Dual Tone,2018.0,600000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.04
Renault KWID RXT,2016.0,245000.00000000003,23000.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.26
Hyundai i20 2015-2017 Magna 1.2,2017.0,600000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Ford Ecosport 1.5 Ti VCT MT Ambiente,2015.0,525000.0,61000.0,Petrol,Dealer,Manual,First Owner,5,1499.0,110.0
Tata Safari 2005-2017 Dicor GX 4X2 BS IV,2012.0,450000.0,72000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,138.1
Maruti Ertiga VXI CNG,2016.0,780000.0,41000.0,CNG,Individual,Manual,First Owner,7,1373.0,80.46
